input,output
PM2.5=188 humidity=49 wind=4.6 AQI=245,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=208 humidity=81 wind=4.6 AQI=287,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=103 humidity=61 wind=4.2 AQI=143,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=124 humidity=86 wind=3.6 AQI=186,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=194 humidity=81 wind=7.5 AQI=255,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=11 humidity=24 wind=2.5 AQI=13,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=199 humidity=30 wind=5.1 AQI=248,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=215 humidity=51 wind=4.1 AQI=284,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=136 humidity=50 wind=3.1 AQI=186,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=119 humidity=84 wind=6.3 AQI=165,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=98 humidity=58 wind=3.1 AQI=140,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=260 humidity=73 wind=7.1 AQI=339,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=206 humidity=91 wind=2.5 AQI=300,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=295 humidity=75 wind=0.9 AQI=416,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=280 humidity=75 wind=7.7 AQI=363,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=94 humidity=94 wind=4.2 AQI=148,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=255 humidity=58 wind=7.9 AQI=321,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=206 humidity=27 wind=4.7 AQI=257,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=157 humidity=76 wind=2.7 AQI=228,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=16 humidity=64 wind=2.3 AQI=41,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=65 humidity=65 wind=2.6 AQI=104,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=41 humidity=39 wind=7.4 AQI=35,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=110 humidity=48 wind=5.7 AQI=138,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=35 humidity=57 wind=2.8 AQI=60,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=101 humidity=84 wind=5.7 AQI=144,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=147 humidity=34 wind=0.8 AQI=204,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=180 humidity=50 wind=5.6 AQI=231,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=127 humidity=93 wind=6.4 AQI=179,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=11 humidity=92 wind=2.3 AQI=48,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=132 humidity=54 wind=7.7 AQI=160,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=175 humidity=63 wind=2.7 AQI=245,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=153 humidity=44 wind=3.9 AQI=201,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=57 humidity=65 wind=1.2 AQI=100,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=231 humidity=48 wind=0.8 AQI=320,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=171 humidity=85 wind=5.2 AQI=238,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=288 humidity=22 wind=7.4 AQI=348,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=241 humidity=51 wind=6.4 AQI=306,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=123 humidity=84 wind=5.6 AQI=173,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=209 humidity=89 wind=4.7 AQI=292,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=95 humidity=72 wind=2.7 AQI=146,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=236 humidity=91 wind=3.5 AQI=334,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=238 humidity=50 wind=6.0 AQI=304,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=141 humidity=92 wind=6.9 AQI=194,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=246 humidity=95 wind=6.7 AQI=333,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=146 humidity=85 wind=7.9 AQI=192,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=57 humidity=39 wind=7.7 AQI=55,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=210 humidity=55 wind=7.8 AQI=261,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=154 humidity=72 wind=2.9 AQI=221,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=272 humidity=82 wind=2.3 AQI=383,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=159 humidity=94 wind=5.4 AQI=226,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=24 humidity=21 wind=1.5 AQI=34,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=56 humidity=83 wind=2.6 AQI=101,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=197 humidity=34 wind=0.8 AQI=269,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=292 humidity=75 wind=6.5 AQI=384,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=213 humidity=35 wind=6.3 AQI=262,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=68 humidity=73 wind=6.2 AQI=93,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=278 humidity=67 wind=0.5 AQI=392,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=27 humidity=95 wind=7.6 AQI=44,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=123 humidity=83 wind=6.3 AQI=169,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=161 humidity=50 wind=7.5 AQI=196,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=211 humidity=88 wind=6.8 AQI=284,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=177 humidity=90 wind=2.4 AQI=263,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=264 humidity=54 wind=1.8 AQI=361,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=241 humidity=63 wind=4.0 AQI=324,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=20 humidity=38 wind=7.5 AQI=7,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=123 humidity=86 wind=5.6 AQI=174,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=296 humidity=40 wind=3.8 AQI=385,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=222 humidity=48 wind=3.4 AQI=295,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=24 humidity=20 wind=3.3 AQI=24,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=210 humidity=70 wind=5.5 AQI=280,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=133 humidity=82 wind=1.5 AQI=206,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=234 humidity=43 wind=7.9 AQI=286,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=72 humidity=28 wind=1.3 AQI=101,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=144 humidity=68 wind=2.3 AQI=209,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=199 humidity=29 wind=5.9 AQI=243,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=30 humidity=45 wind=4.1 AQI=41,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=199 humidity=59 wind=2.1 AQI=277,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=63 humidity=81 wind=7.1 AQI=86,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=172 humidity=78 wind=7.4 AQI=225,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=207 humidity=76 wind=4.9 AQI=282,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=87 humidity=26 wind=0.9 AQI=121,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=14 humidity=25 wind=1.1 AQI=25,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=80 humidity=52 wind=5.3 AQI=103,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=70 humidity=36 wind=1.5 AQI=101,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=280 humidity=72 wind=5.4 AQI=373,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=215 humidity=42 wind=2.2 AQI=289,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=202 humidity=30 wind=1.7 AQI=269,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=128 humidity=44 wind=7.3 AQI=151,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=270 humidity=49 wind=7.9 AQI=336,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=280 humidity=66 wind=4.8 AQI=373,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=147 humidity=42 wind=2.2 AQI=201,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=250 humidity=71 wind=6.6 AQI=327,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=210 humidity=67 wind=5.7 AQI=278,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=209 humidity=47 wind=7.5 AQI=257,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=206 humidity=65 wind=2.3 AQI=288,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=78 humidity=88 wind=5.6 AQI=117,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=286 humidity=45 wind=2.2 AQI=383,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=195 humidity=44 wind=0.9 AQI=271,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=79 humidity=55 wind=6.6 AQI=97,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=108 humidity=95 wind=6.2 AQI=156,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=178 humidity=68 wind=3.1 AQI=249,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=116 humidity=53 wind=2.8 AQI=163,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=37 humidity=93 wind=4.6 AQI=71,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=104 humidity=93 wind=4.9 AQI=157,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=161 humidity=24 wind=4.6 AQI=198,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=192 humidity=87 wind=2.4 AQI=281,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=272 humidity=93 wind=4.7 AQI=376,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=156 humidity=91 wind=8.0 AQI=208,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=207 humidity=77 wind=7.6 AQI=269,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=286 humidity=23 wind=1.3 AQI=376,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=191 humidity=37 wind=0.8 AQI=262,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=268 humidity=30 wind=3.6 AQI=345,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=199 humidity=43 wind=7.9 AQI=240,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=145 humidity=62 wind=4.3 AQI=198,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=201 humidity=31 wind=4.7 AQI=253,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=72 humidity=24 wind=1.1 AQI=100,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=70 humidity=60 wind=3.7 AQI=102,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=31 humidity=47 wind=4.1 AQI=43,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=85 humidity=48 wind=7.4 AQI=97,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=94 humidity=33 wind=3.6 AQI=120,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=17 humidity=34 wind=3.9 AQI=19,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=110 humidity=95 wind=4.5 AQI=168,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=186 humidity=23 wind=3.6 AQI=235,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=204 humidity=22 wind=1.1 AQI=270,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=61 humidity=26 wind=5.6 AQI=64,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=224 humidity=80 wind=2.2 AQI=320,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=42 humidity=87 wind=2.2 AQI=87,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=76 humidity=50 wind=5.6 AQI=95,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=124 humidity=83 wind=7.9 AQI=163,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=118 humidity=33 wind=2.8 AQI=155,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=234 humidity=50 wind=7.6 AQI=291,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=34 humidity=84 wind=6.9 AQI=51,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=172 humidity=88 wind=7.1 AQI=232,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=63 humidity=84 wind=1.5 AQI=116,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=297 humidity=55 wind=7.5 AQI=376,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=208 humidity=65 wind=3.2 AQI=286,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=203 humidity=61 wind=7.9 AQI=254,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=249 humidity=31 wind=4.0 AQI=319,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=181 humidity=37 wind=2.9 AQI=239,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=194 humidity=31 wind=3.8 AQI=248,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=22 humidity=85 wind=5.3 AQI=44,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=18 humidity=57 wind=5.1 AQI=26,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=106 humidity=53 wind=1.4 AQI=157,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=184 humidity=84 wind=5.8 AQI=252,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=267 humidity=56 wind=1.0 AQI=370,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=255 humidity=56 wind=7.3 AQI=323,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=182 humidity=26 wind=6.3 AQI=218,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=107 humidity=28 wind=7.6 AQI=115,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=48 humidity=85 wind=1.3 AQI=98,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=30 humidity=39 wind=5.8 AQI=29,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=143 humidity=82 wind=4.9 AQI=202,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=85 humidity=23 wind=3.6 AQI=104,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=85 humidity=91 wind=6.8 AQI=122,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=191 humidity=83 wind=6.1 AQI=259,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=274 humidity=56 wind=4.5 AQI=361,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=100 humidity=75 wind=5.3 AQI=141,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=219 humidity=42 wind=4.4 AQI=283,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=73 humidity=24 wind=2.9 AQI=92,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=206 humidity=56 wind=3.8 AQI=276,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=217 humidity=53 wind=1.6 AQI=300,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=219 humidity=94 wind=3.5 AQI=314,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=123 humidity=65 wind=2.1 AQI=181,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=152 humidity=40 wind=3.9 AQI=198,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=139 humidity=74 wind=5.2 AQI=191,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=295 humidity=43 wind=1.5 AQI=397,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=115 humidity=43 wind=4.0 AQI=151,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=138 humidity=89 wind=1.9 AQI=214,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=244 humidity=67 wind=3.9 AQI=331,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=115 humidity=72 wind=4.7 AQI=162,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=298 humidity=41 wind=1.8 AQI=398,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=258 humidity=56 wind=1.0 AQI=358,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=16 humidity=42 wind=2.9 AQI=27,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=44 humidity=38 wind=3.2 AQI=60,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=223 humidity=67 wind=0.7 AQI=319,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=128 humidity=28 wind=6.7 AQI=146,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=89 humidity=29 wind=6.6 AQI=97,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=234 humidity=32 wind=7.7 AQI=281,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=191 humidity=24 wind=5.7 AQI=231,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=217 humidity=95 wind=7.8 AQI=290,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=150 humidity=50 wind=1.8 AQI=211,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=59 humidity=93 wind=2.0 AQI=113,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=294 humidity=68 wind=3.6 AQI=398,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=125 humidity=55 wind=6.4 AQI=158,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=117 humidity=27 wind=4.6 AQI=142,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=80 humidity=48 wind=1.7 AQI=119,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=134 humidity=57 wind=5.9 AQI=173,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=66 humidity=66 wind=6.6 AQI=85,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=166 humidity=57 wind=1.9 AQI=234,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=148 humidity=29 wind=3.6 AQI=188,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=269 humidity=67 wind=0.9 AQI=378,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=160 humidity=93 wind=7.3 AQI=218,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=41 humidity=45 wind=1.6 AQI=67,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=172 humidity=20 wind=6.2 AQI=202,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=19 humidity=49 wind=1.5 AQI=41,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=113 humidity=53 wind=6.2 AQI=142,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=219 humidity=25 wind=4.5 AQI=274,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=279 humidity=86 wind=4.7 AQI=382,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=45 humidity=44 wind=1.5 AQI=73,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=172 humidity=71 wind=6.2 AQI=228,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=93 humidity=30 wind=6.3 AQI=104,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=278 humidity=29 wind=1.6 AQI=367,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=45 humidity=48 wind=3.0 AQI=67,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=241 humidity=33 wind=4.1 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=245 humidity=47 wind=2.4 AQI=330,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=151 humidity=30 wind=4.8 AQI=187,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=283 humidity=86 wind=6.1 AQI=380,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=137 humidity=62 wind=6.5 AQI=176,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=174 humidity=60 wind=3.1 AQI=240,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=211 humidity=32 wind=3.5 AQI=272,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=73 humidity=95 wind=1.3 AQI=135,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=58 humidity=53 wind=3.0 AQI=86,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=248 humidity=43 wind=6.2 AQI=312,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=93 humidity=46 wind=4.8 AQI=119,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=125 humidity=88 wind=6.0 AQI=176,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=131 humidity=92 wind=2.5 AQI=203,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=186 humidity=71 wind=5.2 AQI=251,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=219 humidity=88 wind=6.9 AQI=294,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=36 humidity=49 wind=1.9 AQI=61,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=108 humidity=95 wind=4.0 AQI=167,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=135 humidity=47 wind=6.8 AQI=165,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=125 humidity=22 wind=3.2 AQI=157,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=294 humidity=81 wind=4.0 AQI=402,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=251 humidity=30 wind=0.6 AQI=338,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=192 humidity=75 wind=0.9 AQI=282,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=269 humidity=27 wind=3.0 AQI=348,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=282 humidity=54 wind=1.9 AQI=384,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=64 humidity=48 wind=2.2 AQI=96,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=64 humidity=67 wind=4.1 AQI=96,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=135 humidity=70 wind=2.9 AQI=196,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=239 humidity=61 wind=6.6 AQI=308,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=194 humidity=59 wind=5.6 AQI=253,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=262 humidity=92 wind=5.9 AQI=357,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=86 humidity=29 wind=2.8 AQI=112,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=289 humidity=74 wind=4.7 AQI=389,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=168 humidity=26 wind=4.2 AQI=210,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=269 humidity=56 wind=6.1 AQI=347,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=61 humidity=20 wind=7.2 AQI=53,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=261 humidity=95 wind=2.4 AQI=374,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=173 humidity=74 wind=5.6 AQI=233,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=76 humidity=21 wind=6.8 AQI=75,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=31 humidity=20 wind=7.3 AQI=13,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=168 humidity=22 wind=4.4 AQI=207,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=298 humidity=54 wind=5.6 AQI=386,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
